employee_id,asset_id,assigned_date,return_date,location,status,condition,serial_number,model_number,warranty_expiration,maintenance_schedule,maintenance_last_date,maintenance_next_date
86,30,11/30/2020,5/13/2020,warehouse,active,used,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,6/15/2027,quarterly,11/21/2021,3/5/2022
35,98,9/20/2020,10/12/2022,office,active,used,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,5/18/2022,monthly,5/10/2022,9/13/2020
76,8,1/19/2022,5/1/2021,remote,inactive,new,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,6/5/2024,annually,11/3/2020,12/15/2022
14,34,5/21/2021,2/17/2020,warehouse,active,used,sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,8/3/2030,annually,6/12/2021,5/29/2022
90,62,12/8/2022,4/20/2021,office,inactive,used,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,rutrum rutrum neque aenean auctor gravida sem praesent id massa id,6/24/2027,quarterly,10/24/2022,1/3/2020
23,87,9/30/2020,1/5/2022,warehouse,inactive,refurbished,justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,5/28/2028,annually,2/22/2022,11/5/2022
67,33,5/27/2021,8/15/2020,remote,pending,new,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui,6/3/2029,annually,6/8/2022,10/25/2020
68,87,1/18/2020,1/3/2020,remote,inactive,used,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,9/21/2028,monthly,10/1/2020,5/3/2021
74,7,1/22/2020,2/4/2020,warehouse,inactive,used,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,8/31/2029,monthly,12/25/2022,5/24/2022
6,80,8/11/2021,6/30/2020,warehouse,inactive,refurbished,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,7/20/2027,annually,3/17/2021,6/7/2020
100,65,7/5/2021,6/9/2022,office,active,used,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,11/27/2022,monthly,2/16/2022,10/4/2022
45,31,1/9/2021,9/8/2022,remote,active,used,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,5/2/2022,monthly,6/5/2022,5/24/2021
51,53,2/12/2021,10/6/2020,office,inactive,new,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,5/4/2026,quarterly,2/19/2022,11/28/2021
99,35,12/18/2020,7/8/2021,office,pending,used,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit,9/3/2027,annually,12/8/2021,4/19/2020
28,90,9/7/2021,7/11/2020,warehouse,active,used,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo,11/12/2024,quarterly,9/22/2022,1/20/2021
67,78,8/14/2022,1/28/2021,remote,active,new,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,3/30/2022,monthly,6/29/2022,10/25/2022
22,3,1/2/2021,6/20/2022,office,inactive,used,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,7/14/2030,quarterly,4/23/2022,9/19/2022
13,13,3/8/2020,4/29/2022,remote,inactive,refurbished,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,9/7/2022,annually,8/20/2022,4/7/2020
79,35,11/3/2020,4/15/2021,office,pending,new,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,2/21/2029,annually,3/1/2021,5/2/2022
74,90,7/26/2020,4/7/2020,office,pending,new,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,12/25/2027,quarterly,1/28/2022,1/1/2021
25,26,10/25/2022,8/14/2020,remote,pending,new,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,consequat varius integer ac leo pellentesque ultrices mattis odio donec,12/1/2023,quarterly,11/16/2022,11/8/2021
58,51,3/9/2021,11/30/2020,remote,pending,new,mauris enim leo rhoncus sed vestibulum sit amet cursus id,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,7/10/2022,annually,8/15/2020,10/19/2021
98,39,11/1/2020,10/7/2022,remote,pending,new,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in,8/29/2030,annually,4/2/2021,7/31/2021
75,25,5/17/2022,5/4/2020,office,active,used,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,4/14/2027,quarterly,1/25/2020,6/6/2021
45,24,1/16/2020,12/21/2021,warehouse,inactive,used,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,8/16/2024,annually,11/8/2022,1/21/2020
29,14,11/6/2021,2/18/2021,warehouse,pending,used,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,8/29/2028,monthly,9/10/2020,6/22/2022
21,89,1/2/2020,2/12/2021,office,active,new,quisque arcu libero rutrum ac lobortis vel dapibus at diam,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,8/10/2023,quarterly,6/19/2020,2/7/2022
80,1,2/25/2022,8/17/2021,office,active,used,donec quis orci eget orci vehicula condimentum curabitur in libero ut,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula,11/15/2027,quarterly,8/1/2022,1/23/2022
29,85,3/16/2020,1/13/2020,remote,inactive,new,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,12/27/2026,annually,7/25/2020,7/3/2020
100,48,4/13/2021,1/13/2020,warehouse,active,refurbished,odio donec vitae nisi nam ultrices libero non mattis pulvinar,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,10/30/2027,annually,9/25/2021,7/22/2020
81,86,1/4/2022,7/2/2022,remote,active,used,vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,9/13/2024,annually,8/31/2020,4/29/2020
97,5,2/8/2021,10/27/2022,office,inactive,new,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,10/14/2029,annually,9/4/2021,8/2/2021
19,57,11/3/2022,8/17/2021,remote,pending,used,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,9/23/2023,annually,2/6/2021,2/5/2020
93,67,11/27/2022,5/21/2021,warehouse,active,refurbished,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,6/29/2022,annually,11/26/2021,2/23/2020
15,53,4/28/2020,5/23/2020,office,active,refurbished,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,9/8/2026,quarterly,7/11/2020,3/27/2020
79,31,9/29/2022,11/26/2022,office,pending,used,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,6/20/2029,quarterly,10/25/2020,5/28/2022
40,48,7/24/2021,8/22/2021,remote,active,refurbished,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo,sit amet justo morbi ut odio cras mi pede malesuada in,8/17/2023,quarterly,2/7/2022,7/10/2021
56,79,9/14/2022,6/16/2020,remote,active,used,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,1/3/2025,annually,8/22/2020,11/24/2022
26,46,9/8/2021,7/17/2022,office,pending,new,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,11/23/2023,monthly,2/16/2022,7/22/2021
93,90,5/4/2021,6/30/2020,remote,active,used,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,potenti in eleifend quam a odio in hac habitasse platea dictumst,11/4/2026,annually,4/26/2022,11/18/2022
73,25,7/17/2020,7/6/2022,office,pending,new,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,7/26/2022,quarterly,12/23/2020,10/16/2020
70,49,5/31/2022,10/11/2020,office,active,refurbished,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,8/10/2027,quarterly,6/12/2022,7/14/2021
42,94,5/17/2022,3/7/2021,warehouse,pending,used,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis,3/11/2030,annually,12/25/2020,10/17/2021
50,77,11/16/2022,12/27/2022,office,active,used,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,4/1/2030,monthly,9/21/2021,9/13/2021
45,16,9/18/2021,1/24/2022,office,active,refurbished,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,in felis eu sapien cursus vestibulum proin eu mi nulla ac,11/7/2030,monthly,7/16/2020,10/30/2021
92,6,7/1/2022,11/5/2021,warehouse,active,refurbished,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,11/21/2030,quarterly,2/23/2021,5/17/2021
88,10,1/11/2020,5/20/2020,remote,active,refurbished,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,11/13/2023,quarterly,6/14/2022,3/25/2020
16,72,5/23/2020,1/18/2020,office,active,refurbished,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,3/27/2029,annually,8/24/2021,12/19/2020
41,38,2/16/2020,8/21/2020,remote,active,refurbished,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,amet sem fusce consequat nulla nisl nunc nisl duis bibendum,6/30/2025,annually,4/11/2022,9/30/2022
11,60,1/5/2021,7/23/2020,office,inactive,refurbished,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,3/31/2030,quarterly,7/8/2020,4/20/2020
63,67,5/1/2022,2/16/2021,remote,inactive,used,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,8/27/2025,quarterly,6/2/2021,10/25/2020
7,82,8/6/2022,8/22/2022,remote,active,used,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,9/4/2025,monthly,11/15/2022,11/16/2021
24,5,9/11/2022,12/16/2022,office,pending,used,cubilia curae nulla dapibus dolor vel est donec odio justo,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,9/11/2028,quarterly,5/18/2022,7/18/2020
78,94,3/17/2021,7/7/2022,warehouse,pending,refurbished,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,10/3/2026,monthly,3/20/2020,2/6/2020
25,19,3/9/2021,5/24/2021,warehouse,pending,refurbished,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,12/2/2029,monthly,12/29/2022,7/18/2021
41,7,9/23/2021,12/5/2022,warehouse,inactive,used,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,1/15/2026,quarterly,11/6/2022,8/24/2021
90,42,11/11/2021,5/8/2020,warehouse,inactive,refurbished,orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,3/29/2030,monthly,10/3/2021,6/8/2022
30,91,4/17/2020,9/29/2021,office,inactive,new,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,7/7/2030,quarterly,3/20/2022,5/14/2021
22,73,7/10/2022,12/9/2020,warehouse,inactive,used,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,6/17/2027,monthly,4/28/2021,4/14/2021
58,6,10/13/2020,9/23/2020,warehouse,inactive,refurbished,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,8/24/2027,annually,7/23/2020,2/27/2022
93,63,4/11/2022,4/3/2022,office,active,new,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,9/17/2025,quarterly,10/9/2020,2/13/2022
99,35,6/13/2020,10/11/2022,warehouse,active,refurbished,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,5/5/2028,annually,8/3/2021,6/25/2020
41,64,10/31/2022,5/3/2020,remote,active,new,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,ligula suspendisse ornare consequat lectus in est risus auctor sed,7/31/2029,monthly,12/22/2020,5/27/2022
5,78,7/11/2021,11/10/2022,remote,pending,new,ligula nec sem duis aliquam convallis nunc proin at turpis,purus phasellus in felis donec semper sapien a libero nam dui proin leo,8/8/2023,annually,9/11/2021,11/15/2021
28,61,9/7/2022,5/12/2020,office,pending,used,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,bibendum felis sed interdum venenatis turpis enim blandit mi in,5/16/2030,monthly,5/21/2020,10/25/2022
2,14,4/21/2022,6/22/2021,office,inactive,refurbished,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam,7/25/2023,monthly,2/6/2022,11/30/2021
92,8,12/17/2021,10/27/2020,remote,pending,refurbished,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,2/10/2028,monthly,4/30/2022,12/19/2022
2,19,8/4/2022,2/1/2020,remote,inactive,refurbished,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque,12/15/2025,quarterly,11/5/2022,10/11/2022
65,43,6/15/2020,6/19/2020,office,inactive,used,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,11/4/2027,annually,11/15/2020,7/17/2022
35,31,1/16/2022,9/7/2022,warehouse,pending,refurbished,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,10/31/2026,monthly,5/11/2021,3/31/2022
15,31,8/24/2021,5/30/2020,office,pending,new,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,1/24/2027,monthly,6/5/2020,2/7/2021
28,9,11/10/2020,1/17/2022,warehouse,pending,used,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,1/1/2025,quarterly,9/15/2021,7/1/2020
49,91,11/20/2020,10/8/2021,office,inactive,refurbished,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,1/4/2024,monthly,6/20/2022,11/15/2022
34,10,8/12/2022,6/3/2021,office,inactive,new,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,3/27/2023,quarterly,3/30/2022,11/23/2021
8,12,4/28/2022,4/15/2020,warehouse,inactive,refurbished,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,4/18/2023,annually,12/24/2020,8/25/2020
56,34,4/25/2022,3/13/2022,remote,pending,new,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,2/26/2028,quarterly,10/10/2021,7/1/2020
55,42,6/15/2021,12/23/2021,office,pending,used,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,mi integer ac neque duis bibendum morbi non quam nec,12/10/2022,annually,11/3/2022,1/12/2022
5,23,2/14/2020,11/25/2021,warehouse,inactive,new,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in,3/22/2028,quarterly,11/4/2021,2/18/2021
19,47,5/8/2021,4/29/2022,warehouse,pending,new,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,10/13/2027,annually,3/10/2022,6/27/2022
39,30,6/26/2022,9/23/2021,remote,active,refurbished,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat,1/23/2024,quarterly,9/20/2020,10/6/2021
70,55,5/23/2020,3/2/2022,office,pending,used,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,8/29/2029,quarterly,2/25/2021,7/31/2022
49,84,12/19/2021,9/27/2021,warehouse,inactive,refurbished,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien,4/1/2024,monthly,10/15/2021,2/20/2022
63,84,12/7/2020,10/31/2021,remote,inactive,new,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,12/27/2025,quarterly,5/5/2021,2/20/2021
29,79,7/3/2022,2/23/2022,remote,inactive,used,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,9/5/2025,quarterly,3/8/2020,7/19/2022
74,44,9/19/2020,5/28/2021,warehouse,active,used,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,in consequat ut nulla sed accumsan felis ut at dolor quis odio,12/9/2030,quarterly,10/1/2020,10/26/2020
17,55,9/11/2021,11/12/2020,office,inactive,refurbished,massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,7/11/2029,quarterly,5/27/2021,7/20/2022
79,66,4/3/2021,4/27/2020,remote,inactive,used,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,6/19/2024,monthly,3/11/2022,3/15/2020
31,99,10/26/2021,3/17/2022,warehouse,inactive,new,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,3/19/2024,monthly,12/3/2021,5/22/2021
65,72,11/7/2020,4/8/2021,remote,active,refurbished,donec quis orci eget orci vehicula condimentum curabitur in libero,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,9/15/2029,annually,8/1/2020,1/10/2020
84,25,4/1/2020,4/26/2021,office,pending,refurbished,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,7/28/2022,annually,6/5/2020,5/1/2021
61,58,1/22/2021,7/25/2021,remote,pending,used,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,4/2/2022,quarterly,5/3/2022,9/6/2020
54,60,1/25/2020,11/23/2021,warehouse,active,refurbished,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,10/6/2023,monthly,4/13/2022,3/20/2022
29,30,3/23/2021,9/26/2021,warehouse,active,refurbished,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius,4/10/2026,quarterly,7/9/2021,6/26/2020
91,27,6/7/2022,3/27/2020,warehouse,pending,new,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,9/26/2024,annually,4/11/2021,2/14/2022
17,58,7/20/2020,10/5/2022,warehouse,pending,used,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,3/27/2026,monthly,2/10/2020,1/13/2020
5,87,8/12/2020,4/26/2020,office,inactive,used,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,1/20/2025,quarterly,1/13/2021,6/20/2020
87,94,6/29/2022,10/29/2021,warehouse,pending,refurbished,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,11/29/2026,quarterly,12/28/2022,4/23/2021
9,29,9/25/2022,8/9/2021,remote,active,used,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,12/23/2023,monthly,7/13/2022,11/6/2021
80,38,10/27/2021,10/17/2021,remote,inactive,used,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,10/21/2030,annually,10/1/2022,11/26/2020
87,80,9/4/2020,8/15/2022,remote,pending,used,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus,7/8/2025,annually,7/22/2022,9/26/2022
76,94,11/7/2021,6/12/2021,remote,inactive,refurbished,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,7/24/2022,annually,2/5/2021,8/20/2021
