event_type,timestamp,device_type,interaction_duration,purchase_amount,location_latitude,location_longitude,customer_id,product_id
interaction,5/9/2015,mobile,713,852.86,-21.3699248,-45.5113164,477,56
interaction,3/17/2008,tablet,2624,851.19,1.7145909,127.9678652,482,87
interaction,5/13/2002,tablet,1110,618.04,27.820674,111.349622,769,89
purchase,7/10/2008,desktop,1636,643.24,35.474465,128.2579205,341,53
interaction,1/1/2000,desktop,2239,317.0,55.5497526,13.2542172,418,15
purchase,6/30/2012,tablet,1226,485.17,42.4371884,59.6251488,960,100
purchase,6/3/2014,tablet,3160,495.53,34.199479,119.578364,186,45
interaction,12/15/2018,desktop,176,980.53,12.1409532,123.2760396,705,30
view,7/22/2015,tablet,1759,263.96,29.689847,121.28259,818,46
purchase,8/24/2024,mobile,2546,539.0,53.6845788,14.6815528,113,45
purchase,11/10/2013,desktop,2785,40.52,43.4977749,16.6495822,816,60
purchase,6/27/2019,mobile,2120,897.34,-4.061738,19.5865629,108,1
click,7/3/2015,desktop,1872,757.36,35.761829,115.029215,25,17
click,9/25/2000,mobile,312,788.93,40.417358,117.500558,930,41
view,10/3/2024,tablet,1980,919.56,48.851792,123.810261,834,68
view,4/6/2024,mobile,1830,861.88,13.9214806,-86.1268337,674,73
click,2/27/2001,mobile,1342,135.54,57.8282585,28.2416397,711,80
click,9/20/2009,desktop,98,396.34,42.4838334,20.743101,29,58
purchase,5/15/2021,mobile,598,771.49,26.12715,113.116527,386,30
interaction,4/29/2025,mobile,2083,884.96,7.5670301,99.745565,208,61
view,1/13/2005,mobile,2197,433.26,40.8247318,-96.6157192,872,39
click,5/6/2010,mobile,2097,688.84,6.7762942,100.0952764,467,14
view,2/8/2023,tablet,701,622.44,36.25745,112.891275,666,96
click,3/28/2012,tablet,2208,490.76,56.0446874,99.5285704,409,51
view,5/10/2002,mobile,3542,989.88,20.7019477,105.3306814,826,78
click,9/12/2005,tablet,498,859.9,-25.5096271,-49.2254535,829,22
purchase,5/7/2021,tablet,3470,806.49,44.165729,132.7602034,283,47
click,10/8/2025,tablet,1618,196.54,31.12678,104.167501,226,8
interaction,8/23/2003,desktop,2524,19.52,-18.4097245,-49.2162908,887,44
interaction,4/4/2020,tablet,3451,309.75,47.0302849,28.7847456,208,2
click,3/28/2004,tablet,1352,300.32,10.35,124.8,598,11
view,12/7/2020,desktop,257,587.93,38.2305534,15.5532993,513,90
interaction,5/15/2002,mobile,198,438.66,45.945945,6.6371251,249,59
interaction,5/1/2006,tablet,2658,714.36,-2.6810841,32.9916478,560,7
view,4/14/2006,mobile,2412,821.62,55.6271504,37.864193,741,79
click,4/27/2009,desktop,2350,393.37,16.7445704,100.1367166,741,96
purchase,3/27/2020,mobile,1424,296.02,39.105787,111.862117,11,47
interaction,8/25/2015,desktop,1902,744.82,28.0870967,30.7618397,747,76
click,3/26/2001,tablet,1447,485.24,42.0040445,21.3760767,223,22
interaction,5/28/2016,desktop,591,175.47,48.9965372,29.7999327,27,100
click,2/15/2021,tablet,2318,344.72,33.094679,100.596781,379,98
view,10/16/2002,desktop,662,522.99,40.7338864,22.1375317,84,54
purchase,12/14/2008,desktop,2287,321.3,50.0385516,14.0470364,881,54
purchase,1/4/2014,mobile,605,418.67,-8.6490171,115.2135681,580,86
view,3/4/2013,desktop,2837,571.08,-3.8398302,-62.0610928,709,25
purchase,8/29/2016,mobile,3018,189.17,43.6017884,1.4040802,940,34
click,1/31/2016,tablet,316,77.41,54.3562129,17.5647322,309,21
view,6/25/2019,tablet,3105,495.96,46.2372396,15.2473699,691,38
view,1/28/2016,mobile,2445,13.59,-13.7543026,-74.0667302,817,74
interaction,9/1/2004,mobile,123,899.63,-29.1667089,-51.5169861,508,37
purchase,6/29/2002,tablet,241,67.32,32.596752,95.308054,703,44
view,10/22/2016,desktop,290,585.09,10.1310658,106.3311197,873,64
purchase,9/26/2008,tablet,2962,388.47,37.1017088,70.5552362,270,60
view,5/14/2013,desktop,2902,561.47,34.02,-118.5,289,60
view,3/21/2015,mobile,1679,342.64,10.4818973,124.0211737,867,38
purchase,8/11/2019,desktop,2478,448.23,28.960671,111.889793,285,85
purchase,7/23/2000,desktop,3272,4.84,50.7062828,13.9466019,71,66
interaction,10/24/2017,mobile,950,268.76,-7.3058984,111.9149875,228,57
interaction,10/16/2001,mobile,1863,596.15,14.4730694,121.0286633,743,37
purchase,5/15/2022,mobile,1866,648.11,-14.0393995,-75.7051647,867,40
interaction,5/14/2004,mobile,2331,640.46,-15.6688416,-46.0563212,455,32
purchase,3/26/2021,tablet,3296,91.92,15.8136606,119.934653,630,73
view,12/1/2018,mobile,3515,256.25,17.9213664,-87.9610905,908,84
purchase,8/27/2011,mobile,2228,570.35,-6.9219286,112.1579249,727,65
view,11/30/2012,desktop,1130,702.92,29.7755232,-9.1663731,816,48
click,8/17/2008,desktop,2545,867.85,23.992676,115.703598,631,5
click,12/23/2010,mobile,519,633.08,-15.3612378,-70.3628516,493,81
click,7/25/2004,desktop,1171,714.53,-34.7796334,-58.6040349,268,60
purchase,12/16/2007,desktop,3578,806.6,32.5126481,130.0510793,846,57
purchase,4/14/2007,desktop,2771,399.26,7.95,4.983333,252,89
interaction,1/29/2020,desktop,2646,972.46,48.6197483,-123.4169098,485,69
view,12/3/2002,desktop,2681,498.44,-7.0964505,106.9830865,764,49
interaction,1/29/2006,desktop,1013,119.71,-13.5338933,-75.314433,183,18
view,12/10/2005,desktop,1830,103.18,-16.8740315,-67.4985857,283,9
view,12/11/2015,desktop,2470,216.96,-6.9143251,108.8105899,423,9
click,7/21/2013,tablet,1301,445.85,22.9062278,-81.8716058,858,92
click,4/1/2025,tablet,2180,778.8,31.329601,120.434238,278,29
click,2/25/2015,tablet,606,751.04,48.42647,-123.3227421,244,44
interaction,12/5/2000,desktop,3496,769.16,47.2014677,-1.5411258,869,89
view,6/15/2019,mobile,719,78.72,50.3422678,13.9673223,893,90
click,7/9/2017,desktop,484,481.75,-0.4589199,100.5099262,583,60
purchase,9/8/2000,tablet,1895,251.35,50.8441986,3.9438609,82,89
interaction,6/30/2019,desktop,2886,233.56,-21.1661005,27.5143603,413,44
interaction,2/21/2020,desktop,257,622.36,59.6742944,29.8519956,837,70
click,4/9/2001,tablet,3029,50.73,8.8443024,-79.8548823,520,19
click,8/20/2025,desktop,5,686.24,24.781681,118.552365,645,26
view,6/21/2016,desktop,3525,765.97,57.855421,11.8951003,83,34
interaction,1/25/2002,tablet,589,433.11,37.039991,115.667208,824,79
view,12/21/2025,tablet,2748,995.49,48.6853182,6.1519039,278,65
purchase,3/8/2022,desktop,357,554.3,19.4614133,-99.1186381,494,52
view,4/1/2016,mobile,458,708.23,53.149977,140.6634789,152,26
purchase,7/20/2025,tablet,321,777.98,31.3115396,120.6947551,799,23
view,4/28/2011,tablet,679,233.0,-2.2233633,-80.958462,881,63
view,10/28/2008,mobile,388,654.02,47.298877,132.09903,227,6
purchase,1/20/2015,desktop,1444,524.46,45.235059,18.6364096,439,92
purchase,4/10/2018,tablet,1322,776.46,54.1949744,18.3202769,870,46
purchase,9/7/2003,desktop,2388,358.67,32.3569577,119.3587638,399,48
interaction,12/27/2014,desktop,754,454.98,-7.3038456,108.2185534,533,26
view,6/22/2013,desktop,901,658.88,25.994869,111.984823,878,82
interaction,5/11/2015,tablet,2036,548.77,14.565668,121.0317737,891,17
purchase,12/19/2020,desktop,1930,852.91,-4.0644217,35.3548545,953,65
view,10/3/2000,mobile,959,661.06,22.781631,108.273158,311,53
view,7/29/2012,mobile,2233,183.53,34.95563,36.1983,349,61
interaction,12/21/2016,tablet,546,191.81,-8.6746707,120.3637277,385,75
view,12/23/2014,tablet,2390,65.35,-24.5002295,-47.8448116,704,38
click,4/7/2019,mobile,1475,136.67,59.943775,30.6795112,248,60
view,1/22/2016,tablet,2284,185.59,23.028956,113.143441,221,13
interaction,5/29/2021,mobile,3046,837.21,30.081941,120.495065,162,82
click,2/28/2007,tablet,3483,401.92,34.058401,107.319116,995,37
view,7/7/2017,mobile,2660,468.54,-19.5097867,-41.0165586,530,13
view,11/9/2019,mobile,2908,923.24,31.375657,34.905759,567,16
purchase,11/25/2005,desktop,3168,550.97,46.9428639,4.2998563,386,41
click,5/12/2015,mobile,1664,853.05,-6.8595223,111.4886997,644,48
click,4/10/2020,mobile,2757,31.87,48.94153,-125.54635,13,5
interaction,4/19/2008,desktop,623,228.83,53.7217952,40.0305734,156,33
purchase,8/3/2012,desktop,2294,791.69,-6.7708657,111.1980575,2,82
click,6/2/2014,desktop,2816,665.3,10.6544509,-71.7147951,860,7
view,9/24/2006,tablet,1057,382.58,57.7316019,12.0703707,49,22
click,9/1/2003,mobile,3278,25.27,34.2818498,109.002843,725,71
purchase,4/18/2000,mobile,792,97.0,32.8449406,36.2251116,583,47
purchase,4/20/2016,mobile,2753,690.82,54.2084536,72.9614362,133,66
purchase,10/12/2004,mobile,2232,593.65,-23.351784,-47.6931718,676,14
interaction,6/9/2016,desktop,1417,793.42,50.0509609,72.9660737,205,73
view,12/21/2016,mobile,3466,309.47,-3.2581112,-79.9553924,773,49
interaction,9/18/2018,desktop,1172,619.8,31.875572,120.556005,627,16
click,5/23/2009,tablet,2439,851.99,29.8812097,80.7657804,726,29
view,2/23/2000,tablet,779,272.47,13.6095445,-15.0608558,984,83
view,1/30/2016,mobile,1031,91.08,14.2559497,101.0315823,480,61
interaction,10/4/2010,tablet,581,997.43,41.6465777,-4.7497457,814,5
purchase,2/1/2022,desktop,3328,336.39,56.6695343,12.7347961,285,45
click,2/7/2004,mobile,863,59.1,31.7216,35.19243,287,28
click,3/16/2017,mobile,95,979.76,8.508983,125.969667,925,17
purchase,6/4/2011,tablet,3442,668.34,13.8211871,-60.9001934,770,68
click,9/18/2017,tablet,168,560.53,42.24472,130.308899,789,83
view,9/29/2022,tablet,3340,393.65,35.0422194,136.9574388,750,34
interaction,1/14/2013,mobile,1542,498.03,6.3524753,124.9017692,942,58
interaction,3/27/2002,desktop,1225,753.09,45.1253665,42.0223291,751,37
view,10/15/2025,tablet,1475,246.34,-23.9561304,-46.3264089,122,12
interaction,2/27/2001,mobile,2156,143.29,31.5259047,121.7614898,917,35
view,12/10/2009,mobile,2466,815.67,40.6918277,20.9424673,855,24
interaction,3/1/2012,tablet,344,220.98,32.060255,118.796877,366,98
view,4/20/2015,tablet,1948,357.15,53.4445864,58.9216772,239,28
interaction,4/4/2008,tablet,2482,758.51,35.89917,14.49444,460,49
interaction,8/19/2010,mobile,2205,523.32,-24.068741,-46.6512239,688,38
interaction,3/13/2000,mobile,774,229.1,7.48333,124.25,302,67
purchase,10/5/2008,desktop,3028,895.05,51.2109898,19.7526658,325,47
click,11/19/2008,mobile,1182,638.45,24.674624,102.904318,946,1
click,4/4/2022,desktop,3012,402.51,63.4529778,48.8833546,23,82
interaction,6/13/2016,mobile,1875,2.72,-11.4749128,43.394005,449,96
interaction,1/1/2015,mobile,3467,740.0,6.8883341,-6.4396888,321,87
view,6/3/2012,mobile,147,971.01,11.66503,-1.0634024,622,28
view,5/15/2020,tablet,3342,380.18,31.830035,115.388966,175,28
interaction,4/12/2001,desktop,1899,624.52,38.8993417,-77.0091334,484,25
interaction,10/30/2023,tablet,3489,33.32,13.3252954,-1.5257042,425,55
view,5/28/2025,mobile,2355,772.62,30.274084,120.15507,524,42
click,9/20/2019,tablet,3530,988.15,25.4967308,-103.5886258,202,92
view,7/10/2001,mobile,1247,829.6,15.7800173,38.4534461,159,100
view,2/5/2007,desktop,2667,443.53,21.355574,106.8355372,353,42
purchase,2/3/2025,mobile,2753,719.86,15.040667,-88.3020602,358,3
view,2/3/2004,desktop,1143,844.86,31.2000924,29.9187387,150,99
interaction,11/28/2022,mobile,1661,916.13,37.6710023,139.8647618,565,72
click,12/3/2013,mobile,2297,692.68,43.4945737,5.8978018,360,11
interaction,1/15/2015,desktop,3309,504.17,19.3387759,-99.1497466,626,58
purchase,7/4/2008,mobile,952,455.88,10.7534694,4.7808095,566,30
click,1/11/2016,mobile,266,949.77,23.113478,113.417068,761,29
purchase,9/23/2023,desktop,886,87.09,-6.6958883,107.7073688,329,39
interaction,7/16/2007,desktop,3035,190.08,39.6812698,-8.5246084,844,84
view,6/25/2013,mobile,2639,707.63,41.805699,123.431472,942,53
view,1/7/2004,mobile,754,0.3,46.4799835,30.7319718,312,32
view,10/18/2021,tablet,57,904.89,25.8007724,-100.4277766,391,93
click,3/5/2012,mobile,1803,32.61,17.4214483,102.5642447,776,63
purchase,8/28/2002,mobile,2382,244.94,-34.6182974,-58.5303202,194,31
interaction,9/30/2009,tablet,2535,991.13,50.1884422,14.0403745,325,12
purchase,2/27/2001,tablet,2290,815.04,39.993178,116.468427,819,14
purchase,12/11/2006,tablet,1790,113.19,23.1186718,113.3848198,3,50
view,3/21/2012,tablet,685,947.72,14.2157645,109.1166566,771,68
interaction,9/27/2006,desktop,590,362.63,63.827461,20.2599325,982,22
view,3/9/2014,tablet,2649,531.91,43.0370523,-80.8810794,452,22
view,11/12/2024,desktop,540,299.48,4.6344789,96.8427394,553,77
purchase,11/22/2014,desktop,2662,883.89,47.56746,34.394815,190,74
view,12/24/2007,mobile,2952,319.35,27.33186,118.995179,769,42
click,2/27/2010,mobile,2909,229.46,51.9877935,5.9030863,276,5
click,10/9/2013,tablet,1805,547.52,-0.2467982,109.6163185,263,70
view,3/6/2025,tablet,2382,528.85,8.0335995,2.4851463,687,82
view,9/18/2019,tablet,2583,206.41,21.547821,107.971826,964,66
view,8/19/2013,mobile,2754,348.03,40.508339,79.047291,654,93
purchase,10/28/2025,mobile,659,913.31,11.4820004,122.3040009,302,20
click,3/31/2010,desktop,242,171.19,40.5566629,-8.5821839,166,97
view,2/10/2024,tablet,3119,646.95,36.25745,112.891275,177,57
interaction,7/22/2024,desktop,2710,811.21,3.8152026,117.1147095,803,47
interaction,4/19/2016,desktop,3444,813.63,2.965147,99.0626377,17,32
view,9/9/2016,desktop,1787,508.17,-38.6816248,-62.2841378,103,91
purchase,5/13/2006,mobile,1435,469.02,43.1989428,17.5466671,771,41
view,4/29/2021,mobile,660,792.48,8.5703071,150.4189148,661,51
click,12/22/2007,desktop,1842,761.26,12.3363017,121.0749225,776,85
click,1/20/2009,mobile,2934,385.44,49.6769375,6.1338438,501,64
view,5/31/2023,mobile,2477,997.67,48.7277622,100.7724281,791,55
click,5/16/2001,desktop,1146,906.43,37.9600766,58.3260629,241,84
interaction,7/20/2023,desktop,1635,439.61,52.54952,13.35118,857,92
interaction,8/24/2014,tablet,3144,390.59,38.5576952,-8.9679735,836,58
interaction,10/3/2007,desktop,1248,108.34,58.1951391,49.5179263,958,85
interaction,1/5/2009,desktop,1573,364.81,38.1748383,20.5829927,735,57
purchase,4/11/2018,mobile,2163,215.1,1.2296124,-77.3439283,777,79
click,4/8/2002,mobile,2106,357.45,21.270702,110.359368,217,72
view,5/12/2023,tablet,2196,580.87,-7.4066528,108.7719766,648,4
click,7/26/2023,tablet,1765,802.55,-21.9703146,-44.9199695,246,51
click,1/5/2016,mobile,1936,571.57,-10.01236,123.630501,932,80
purchase,4/7/2025,desktop,3184,8.68,22.826877,107.840624,838,32
purchase,1/8/2022,desktop,1647,183.28,29.937716,110.047948,70,71
purchase,1/26/2010,mobile,2883,869.52,55.5674405,71.358565,956,11
click,12/28/2009,mobile,528,296.12,-6.761747,111.486801,879,71
interaction,9/10/2022,tablet,3313,547.45,-13.945728,-72.1756733,684,42
view,8/7/2007,tablet,3455,30.75,56.6739933,16.2869539,968,47
click,11/3/2009,mobile,681,829.02,14.563755,-89.352441,424,84
purchase,4/17/2000,desktop,1596,131.42,-7.7789062,110.3939597,642,17
view,3/9/2004,tablet,2352,896.09,50.6978262,36.1738669,340,74
purchase,12/11/2010,tablet,1770,285.43,32.667571,119.004816,738,3
purchase,8/22/2002,tablet,2519,354.11,39.9153943,-7.9165006,342,73
interaction,6/28/2022,mobile,1880,262.54,-7.1239748,108.1992015,886,96
click,3/31/2003,desktop,47,408.88,20.8965838,-105.4093552,490,39
click,2/18/2011,tablet,794,431.92,41.5788457,-8.3539235,812,72
click,2/17/2012,mobile,267,80.98,30.113962,118.169798,639,33
interaction,11/13/2004,tablet,2738,766.89,49.7888028,33.730793,888,42
click,6/19/2016,mobile,431,174.69,35.580662,104.626282,790,28
purchase,8/12/2019,mobile,2890,626.7,38.8145081,-9.4043725,686,89
purchase,2/28/2000,tablet,675,825.59,23.03616,113.197169,621,82
click,12/5/2007,tablet,2872,679.0,-1.5176837,37.2634146,523,65
view,1/19/2002,mobile,551,270.62,59.7001688,10.2999444,328,65
purchase,12/15/2025,tablet,756,297.3,30.0444196,31.2357116,676,8
click,12/7/2014,mobile,3360,972.45,37.8744535,44.9801966,249,9
purchase,10/14/2023,tablet,1905,725.86,14.4588552,121.001601,884,37
click,6/16/2016,desktop,2720,373.83,16.7137921,104.7345937,549,98
purchase,2/12/2007,desktop,1102,643.79,55.6042276,37.4919828,113,87
purchase,5/14/2006,tablet,3157,431.89,33.8430437,44.5219358,924,6
interaction,9/4/2014,desktop,184,873.67,48.7786908,-123.7079417,958,41
view,2/7/2023,mobile,3307,577.01,40.4407041,19.8451169,902,77
interaction,1/11/2021,tablet,2520,2.09,4.815554,7.0498442,463,56
view,2/20/2008,desktop,1306,285.65,-19.156561,-65.267799,943,5
interaction,1/5/2012,mobile,1675,630.86,39.5435798,-8.0379136,10,92
purchase,10/4/2023,mobile,1912,764.19,56.1993557,15.6309078,852,18
interaction,3/1/2019,tablet,2243,711.57,32.652297,110.769132,718,100
click,9/16/2019,tablet,1056,458.41,40.04,-76.31,388,52
view,4/13/2004,desktop,438,862.1,-6.939897,106.9506175,48,28
interaction,8/22/2012,desktop,1926,829.12,31.225748,121.492535,763,37
view,12/2/2016,desktop,3176,215.73,-8.5894351,115.1417784,71,66
purchase,4/12/2023,desktop,28,154.48,11.0465171,14.1407948,109,65
purchase,6/4/2000,mobile,893,374.81,-6.8775205,115.2807951,189,61
click,8/24/2002,desktop,995,422.14,4.4339677,-75.8185314,83,71
purchase,3/13/2007,tablet,3406,659.72,1.2964078,10.9439689,874,75
purchase,9/8/2011,mobile,2543,26.64,-4.6722064,-42.4724578,171,98
interaction,10/25/2017,tablet,2893,107.74,2.7682671,-76.4215988,556,80
purchase,4/9/2005,desktop,2065,932.26,22.6764132,-3.9789143,817,67
interaction,10/27/2010,desktop,1650,103.15,40.1507542,69.4903717,851,64
purchase,7/11/2021,desktop,3505,602.4,39.876135,-8.9189073,310,44
purchase,3/20/2025,desktop,3219,721.96,57.8163425,12.3873642,308,83
purchase,8/25/2016,desktop,1750,37.82,38.371402,117.329949,277,85
view,9/13/2015,desktop,2834,951.71,36.049805,-115.244096,187,97
view,5/25/2023,mobile,2007,494.9,37.8457328,139.2342041,956,61
interaction,6/28/2023,mobile,457,398.71,27.7172453,85.3239605,286,50
purchase,5/8/2007,mobile,2415,473.25,47.9487196,0.1940537,137,82
view,2/5/2017,mobile,2931,806.02,5.9840985,116.0761121,335,74
click,8/20/2011,mobile,970,10.45,44.0698918,22.0985086,678,32
click,3/1/2000,tablet,852,450.54,22.180668,109.356166,997,8
purchase,2/18/2014,desktop,2069,858.46,-3.6483486,119.5571677,170,5
purchase,11/16/2011,tablet,3538,750.8,-34.6787774,-58.6694618,559,60
interaction,8/7/2006,mobile,735,470.58,55.9240189,38.0011402,325,14
view,12/27/2009,tablet,1054,751.29,39.975699,116.050239,540,85
purchase,11/3/2018,tablet,1078,392.92,57.6044065,35.9190561,220,51
purchase,4/17/2016,desktop,2230,259.59,-8.8814738,117.3733989,910,59
click,4/24/2018,desktop,1933,583.84,22.69569,112.225334,667,74
click,5/29/2005,desktop,799,543.21,-8.498277,115.0550008,837,75
click,7/12/2012,mobile,1765,905.32,8.9420217,-69.4620671,837,46
purchase,3/14/2017,mobile,1501,240.52,43.3045595,44.9887945,733,43
click,8/5/2025,desktop,2996,305.17,-8.5003,115.0188,543,67
interaction,6/29/2024,tablet,2104,112.44,39.2471607,-9.2641519,109,59
interaction,3/31/2015,desktop,329,146.91,40.6021201,20.5118628,378,6
click,3/30/2014,desktop,207,85.94,41.853191,124.038685,929,82
view,5/24/2004,tablet,2821,729.05,37.62,-77.61,630,5
purchase,12/12/2018,mobile,2073,235.96,40.8998417,-7.4900188,69,63
interaction,10/23/2000,desktop,1660,914.07,17.4161103,99.7790227,680,72
interaction,7/5/2010,mobile,3399,218.39,18.6522482,-72.0927374,75,25
view,6/7/2013,tablet,1181,870.09,56.9096602,12.4888867,569,88
purchase,6/12/2021,desktop,472,939.52,-8.455768,-39.4035876,625,37
click,4/1/2015,desktop,3053,68.8,13.7785321,100.681544,441,74
purchase,6/13/2008,tablet,164,100.6,58.367135,25.5974276,123,62
purchase,4/9/2008,mobile,1365,126.53,25.038296,102.664376,489,97
purchase,1/18/2016,desktop,2260,710.08,22.3032923,105.876004,878,33
view,11/15/2001,tablet,1944,510.14,-34.6250746,-58.4879365,775,55
interaction,3/30/2012,mobile,1514,165.2,48.9580793,16.9851229,513,90
interaction,1/6/2009,tablet,260,767.16,22.8811032,113.622578,312,6
view,12/7/2011,mobile,595,103.16,57.0237445,24.0385876,633,65
interaction,5/4/2022,mobile,2842,908.43,1.4994033,33.5490078,109,15
click,2/28/2016,desktop,2291,238.02,48.5497476,26.4913564,940,1
interaction,12/29/2015,mobile,1711,156.99,-6.2690475,106.3287199,577,74
purchase,9/8/2023,desktop,151,876.28,45.1839187,18.8237103,726,46
purchase,8/2/2018,desktop,2219,464.67,37.1672767,22.8592838,842,20
click,5/19/2011,tablet,1504,993.24,36.1560347,68.0477509,740,87
click,9/22/2005,tablet,2504,47.27,32.862316,35.365253,11,27
purchase,7/13/2006,tablet,150,394.25,0.125082,127.876503,890,38
view,11/6/2007,desktop,553,173.1,25.200027,119.482942,999,33
view,3/5/2005,mobile,2171,789.02,55.3479146,65.323903,18,74
click,4/18/2011,desktop,1934,44.14,25.84122,116.023145,686,33
interaction,7/13/2018,tablet,2877,860.48,23.7247599,108.8076195,10,68
purchase,5/4/2007,desktop,1760,847.48,14.5024732,120.9921722,733,17
purchase,1/7/2005,mobile,1737,665.27,40.9921036,21.4232499,465,5
click,4/14/2012,desktop,3488,154.04,59.277977,15.211673,260,54
interaction,8/31/2024,desktop,377,391.1,-11.4077673,-69.4887886,966,5
click,6/23/2011,mobile,2421,591.12,-6.8595223,111.4886997,371,90
view,10/15/2010,tablet,3414,173.65,-7.5450262,111.6556388,467,26
view,5/7/2015,tablet,1013,989.12,43.4880374,-8.2310576,204,67
view,6/2/2011,desktop,313,917.25,30.948905,108.574058,988,32
interaction,1/17/2012,tablet,1456,202.74,-8.4114856,116.1713917,715,29
purchase,5/8/2016,desktop,1803,838.74,43.1463186,45.9011736,910,80
click,6/28/2010,tablet,1477,914.58,37.9337124,139.3844092,151,73
view,9/9/2015,mobile,2638,835.28,21.920665,110.268057,174,94
purchase,3/21/2015,mobile,2419,542.87,41.548437,82.433337,345,5
click,8/16/2015,tablet,1053,239.99,56.07458,92.8703415,770,3
view,11/29/2007,desktop,1582,216.04,12.7578433,7.2491037,570,68
interaction,6/25/2023,tablet,1640,691.8,-33.8603461,-55.5441311,343,68
purchase,1/27/2006,desktop,2930,928.21,-7.7726324,114.0428542,178,91
interaction,9/14/2017,mobile,1599,68.37,47.4936583,21.66245,172,99
view,8/7/2008,desktop,2860,911.7,46.64635,131.158416,804,29
purchase,7/28/2004,mobile,2379,523.98,56.1993557,15.6309078,302,48
purchase,1/12/2011,tablet,3429,91.73,-7.4983615,108.5870607,871,28
purchase,8/8/2007,desktop,1474,109.36,-1.2174907,10.5886928,551,13
interaction,3/6/2003,mobile,2764,948.45,-12.6654745,-38.5900375,503,33
purchase,5/23/2011,mobile,189,222.12,18.7634836,-70.3352881,992,7
interaction,12/10/2012,mobile,2720,903.79,38.067613,23.7804059,327,79
view,8/16/2005,tablet,1613,419.59,15.7832452,121.0086436,334,22
click,1/22/2019,mobile,1699,888.81,6.027632,-75.431596,444,24
purchase,12/20/2020,mobile,3002,432.65,68.1416652,33.3096133,558,95
interaction,11/22/2014,tablet,2089,285.51,49.6246813,19.1833654,965,13
interaction,7/26/2010,mobile,3563,54.79,43.235483,43.6687025,621,59
purchase,11/18/2011,tablet,3496,751.66,-2.0764561,102.3234816,181,92
interaction,8/23/2000,desktop,2909,241.08,-7.37242,110.6973469,162,56
click,8/25/2002,desktop,847,124.33,3.7334765,96.7999931,69,72
interaction,7/26/2005,mobile,1589,578.76,13.7544241,100.5340482,469,89
interaction,7/19/2021,tablet,2131,304.8,-7.4040051,-79.565078,613,12
view,4/24/2013,desktop,3413,769.82,30.830775,112.98787,792,63
purchase,8/9/2010,mobile,1738,149.49,-19.7473748,-47.9391625,926,7
click,9/24/2013,desktop,2574,292.7,22.656408,114.019351,154,55
view,1/14/2000,mobile,380,746.66,-7.0795255,108.4068343,816,39
purchase,9/26/2016,mobile,989,200.33,24.326292,109.428608,601,18
view,11/14/2016,desktop,3283,709.72,14.5820308,-91.6242154,480,95
interaction,2/1/2009,desktop,951,618.37,-8.2889,114.2229,627,34
view,4/18/2007,desktop,2750,270.6,-8.615202,115.2402986,276,55
view,11/14/2016,desktop,823,902.11,-7.9821907,-38.2893787,542,98
interaction,9/28/2020,tablet,2125,940.47,43.4595044,39.9310272,26,4
click,3/23/2018,tablet,381,525.11,-26.2333329,31.033333,705,81
click,9/15/2006,tablet,2711,399.59,2.7299382,102.0442434,923,27
click,9/7/2021,mobile,932,251.65,48.0134881,37.7314838,561,70
click,5/12/2012,desktop,3299,817.14,52.7285015,47.619733,42,10
view,10/2/2007,desktop,291,914.22,37.9377823,-8.3895913,333,73
click,8/12/2011,mobile,712,635.83,58.5469521,15.0353001,601,27
interaction,4/12/2022,tablet,2692,535.85,-6.5397069,110.8463512,486,19
purchase,5/24/2020,desktop,276,510.08,-8.5083726,115.5672264,174,90
view,6/30/2001,mobile,2451,572.94,13.8524315,101.4230264,322,44
view,9/6/2012,desktop,941,534.82,64.5958098,18.6763669,444,82
click,2/10/2008,mobile,2368,552.8,31.2570292,121.492796,447,65
view,3/9/2013,desktop,1757,763.68,35.54729,65.5676,612,74
interaction,11/13/2024,tablet,608,573.87,35.1654999,45.9896078,46,45
interaction,2/3/2001,desktop,1670,91.76,-34.7564693,-58.5922883,620,46
interaction,3/17/2001,desktop,2669,832.7,-12.1880654,-39.734338,963,3
view,11/3/2000,desktop,1748,690.26,-26.4743278,-49.0023,598,24
view,9/20/2024,desktop,3250,917.56,37.2610694,67.3086236,583,17
click,9/10/2024,tablet,835,603.54,24.884626,104.308675,939,50
click,8/18/2015,desktop,2145,681.64,-16.4067401,-71.3764996,962,96
view,3/22/2008,mobile,2253,313.4,49.0122792,17.2425732,320,65
view,8/26/2009,mobile,2437,447.6,11.462476,122.7807,502,29
purchase,1/10/2010,desktop,1226,141.45,-4.4419311,15.2662931,312,28
view,2/6/2025,desktop,239,64.02,37.9133273,139.0158281,628,4
click,6/28/2020,desktop,3436,273.28,42.075123,21.0523541,175,65
click,8/3/2022,tablet,2463,490.72,-21.9221397,-50.7317774,777,41
purchase,2/6/2021,mobile,174,244.85,8.5974312,-80.1791368,577,36
click,6/5/2006,tablet,3348,747.44,37.3931794,-122.0778761,143,88
click,4/23/2021,mobile,595,758.6,36.650038,101.766228,931,100
click,8/23/2004,mobile,1875,355.91,29.654838,91.140552,393,63
purchase,9/21/2019,tablet,3562,843.25,-6.7837708,107.8569988,846,55
interaction,3/12/2008,mobile,1709,168.45,38.7930999,-9.3809443,232,51
view,5/8/2008,desktop,897,862.9,-25.1169056,-49.5076392,727,39
purchase,9/28/2021,mobile,1196,735.22,-6.8229172,111.3545546,161,4
